id_GO	type	name
0035222P	P	wing disc pattern formation
0005753C	C	mitochondrial proton-transporting ATP synthase complex
0003873F	F	6-phosphofructo-2-kinase activity
0006003P	P	fructose 2,6-bisphosphate metabolic process
0006000P	P	fructose metabolic process
0006110P	P	regulation of glycolytic process
0034599P	P	cellular response to oxidative stress
0019521P	P	D-gluconate metabolic process
0009051P	P	pentose-phosphate shunt, oxidative branch
0050829P	P	defense response to Gram-negative bacterium
0010629P	P	negative regulation of gene expression
0006098P	P	pentose-phosphate shunt
0055114P	P	oxidation-reduction process
0019322P	P	pentose biosynthetic process
0050661F	F	NADP binding
0046177P	P	D-gluconate catabolic process
0006091P	P	generation of precursor metabolites and energy
0061688P	P	glycolytic process via Entner-Doudoroff Pathway
0017057F	F	6-phosphogluconolactonase activity
0030017C	C	sarcomere
0055120C	C	striated muscle dense body
0030141C	C	secretory granule
0004857F	F	enzyme inhibitor activity
0051082F	F	unfolded protein binding
0007218P	P	neuropeptide signaling pathway
0016486P	P	peptide hormone processing
0004713F	F	protein tyrosine kinase activity
0004714F	F	transmembrane receptor protein tyrosine kinase activity
0008595P	P	anterior/posterior axis specification, embryo
0042067P	P	establishment of ommatidial planar polarity
0018108P	P	peptidyl-tyrosine phosphorylation
0046534P	P	positive regulation of photoreceptor cell differentiation
0045678P	P	positive regulation of R7 cell differentiation
0006468P	P	protein phosphorylation
0045467P	P	R7 cell development
0045466P	P	R7 cell differentiation
0007465P	P	R7 cell fate commitment
0045464P	P	R8 cell fate specification
0008293P	P	torso signaling pathway
0007601P	P	visual perception
0004879F	F	nuclear receptor activity
0004872F	F	receptor activity
0043565F	F	sequence-specific DNA binding
0003707F	F	steroid hormone receptor activity
0001078F	F	transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding
0008270F	F	zinc ion binding
0007510P	P	cardioblast cell fate determination
0001752P	P	compound eye photoreceptor fate commitment
0061331P	P	epithelial cell proliferation involved in Malpighian tubule morphogenesis
0007503P	P	fat body development
0021782P	P	glial cell development
0014019P	P	neuroblast development
0007270P	P	neuron-neuron synaptic transmission
0046530P	P	photoreceptor cell differentiation
0042331P	P	phototaxis
0007462P	P	R1/R6 cell fate commitment
0007464P	P	R3/R4 cell fate commitment
0006351P	P	transcription, DNA-templated
0001669C	C	acrosomal vesicle
0044714F	F	2-hydroxy-(deoxy)adenosine-triphosphate pyrophosphatase activity
0044713F	F	2-hydroxy-adenosine triphosphate pyrophosphatase activity
0035539F	F	8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity
0008413F	F	8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity
0047693F	F	ATP diphosphatase activity
0036219F	F	GTP diphosphatase activity
0003924F	F	GTPase activity
0030515F	F	snoRNA binding
0046061P	P	dATP catabolic process
0006203P	P	dGTP catabolic process
0042262P	P	DNA protection
0006281P	P	DNA repair
0008584P	P	male gonad development
0034656P	P	nucleobase-containing small molecule catabolic process
0006979P	P	response to oxidative stress
0004029F	F	aldehyde dehydrogenase (NAD) activity
0000421C	C	autophagosome membrane
0035973P	P	aggrephagy
0000045P	P	autophagosome assembly
0005776C	C	autophagosome
0005930C	C	axoneme
0034045C	C	pre-autophagosomal structure membrane
0051020F	F	GTPase binding
0019787F	F	ubiquitin-like protein transferase activity
0016236P	P	macroautophagy
0039689P	P	negative stranded viral RNA replication
0051260P	P	protein homooligomerization
0061739P	P	protein lipidation involved in autophagosome assembly
0034497P	P	protein localization to pre-autophagosomal structure
0098792P	P	xenophagy
0050830P	P	defense response to Gram-positive bacterium
0008106F	F	alcohol dehydrogenase (NADP+) activity
0031012C	C	extracellular matrix
0031093C	C	platelet alpha granule lumen
0035580C	C	specific granule lumen
1904724C	C	tertiary granule lumen
0006953P	P	acute-phase response
0006954P	P	inflammatory response
0032715P	P	negative regulation of interleukin-6 production
0032720P	P	negative regulation of tumor necrosis factor production
0002576P	P	platelet degranulation
0050718P	P	positive regulation of interleukin-1 beta secretion
0050716P	P	positive regulation of interleukin-1 secretion
1904469P	P	positive regulation of tumor necrosis factor secretion
0002682P	P	regulation of immune system process
0035578C	C	azurophil granule lumen
0002020F	F	protease binding
0004867F	F	serine-type endopeptidase inhibitor activity
0006487P	P	protein N-linked glycosylation
0034097P	P	response to cytokine
0043434P	P	response to peptide hormone
0001701P	P	in utero embryonic development
0030134C	C	COPII-coated ER to Golgi transport vesicle
0005788C	C	endoplasmic reticulum lumen
0033116C	C	endoplasmic reticulum-Golgi intermediate compartment membrane
1904813C	C	ficolin-1-rich granule lumen
0005578C	C	proteinaceous extracellular matrix
0007596P	P	blood coagulation
0044267P	P	cellular protein metabolic process
0048208P	P	COPII vesicle coating
0006888P	P	ER to Golgi vesicle-mediated transport
0043687P	P	post-translational protein modification
0034774C	C	secretory granule lumen
0030895C	C	apolipoprotein B mRNA editing enzyme complex
0003727F	F	single-stranded RNA binding
0016554P	P	cytidine to uridine editing
0016556P	P	mRNA modification
0006397P	P	mRNA processing
0007566P	P	embryo implantation
0010609P	P	mRNA localization resulting in posttranscriptional regulation of gene expression
0030246F	F	carbohydrate binding
0005534F	F	galactose binding
0032504P	P	multicellular organism reproduction
0046692P	P	sperm competition
0046693P	P	sperm storage
0005577C	C	fibrinogen complex
0048514P	P	blood vessel morphogenesis
0030199P	P	collagen fibril organization
0051918P	P	negative regulation of fibrinolysis
0010757P	P	negative regulation of plasminogen activation
0045597P	P	positive regulation of cell differentiation
0032967P	P	positive regulation of collagen biosynthetic process
0046330P	P	positive regulation of JNK cascade
0048661P	P	positive regulation of smooth muscle cell proliferation
0051496P	P	positive regulation of stress fiber assembly
0071636P	P	positive regulation of transforming growth factor beta production
0002034P	P	regulation of blood vessel diameter by renin-angiotensin
0004866F	F	endopeptidase inhibitor activity
0042730P	P	fibrinolysis
2000049P	P	positive regulation of cell-cell adhesion mediated by cadherin
0050873P	P	brown fat cell differentiation
0045766P	P	positive regulation of angiogenesis
0030511P	P	positive regulation of transforming growth factor beta receptor signaling pathway
0048306F	F	calcium-dependent protein binding
0019966F	F	interleukin-1 binding
0019959F	F	interleukin-8 binding
0043120F	F	tumor necrosis factor binding
0001869P	P	negative regulation of complement activation, lectin pathway
0048863P	P	stem cell differentiation
0019838F	F	growth factor binding
0007597P	P	blood coagulation, intrinsic pathway
0022617P	P	extracellular matrix disassembly
0051056P	P	regulation of small GTPase mediated signal transduction
0030414F	F	peptidase inhibitor activity
0007565P	P	female pregnancy
0052548P	P	regulation of endopeptidase activity
0005179F	F	hormone activity
0045434P	P	negative regulation of female receptivity, post-mating
0042628P	P	mating plug formation
0016491F	F	oxidoreductase activity
0032580C	C	Golgi cisterna membrane
0047276F	F	N-acetyllactosaminide 3-alpha-galactosyltransferase activity
0016757F	F	transferase activity, transferring glycosyl groups
0009247P	P	glycolipid biosynthetic process
0006688P	P	glycosphingolipid biosynthetic process
0030259P	P	lipid glycosylation
0001962F	F	alpha-1,3-galactosyltransferase activity
0030173C	C	integral component of Golgi membrane
0008378F	F	galactosyltransferase activity
0050512F	F	lactosylceramide 4-alpha-galactosyltransferase activity
0015643F	F	toxic substance binding
0001576P	P	globoside biosynthetic process
0007009P	P	plasma membrane organization
0006486P	P	protein glycosylation
0006629P	P	lipid metabolic process
0008375F	F	acetylglucosaminyltransferase activity
0009101P	P	glycoprotein biosynthetic process
0050680P	P	negative regulation of epithelial cell proliferation
0016266P	P	O-glycan processing
0006493P	P	protein O-linked glycosylation
0008201F	F	heparin binding
0046914F	F	transition metal ion binding
0010171P	P	body morphogenesis
0030154P	P	cell differentiation
0042395P	P	ecdysis, collagen and cuticulin-based cuticle
0007616P	P	long-term memory
0016319P	P	mushroom body development
1901215P	P	negative regulation of neuron death
0048812P	P	neuron projection morphogenesis
0007422P	P	peripheral nervous system development
0048678P	P	response to axon injury
0051602P	P	response to electrical stimulus
0007614P	P	short-term memory
0050808P	P	synapse organization
0106003C	C	amyloid-beta complex
0045177C	C	apical part of cell
0097449C	C	astrocyte projection
0005911C	C	cell-cell junction
0035253C	C	ciliary rootlet
0005905C	C	clathrin-coated pit
0043197C	C	dendritic spine
0031904C	C	endosome lumen
0070381C	C	endosome to plasma membrane transport vesicle
0005796C	C	Golgi lumen
1990812C	C	growth cone filopodium
1990761C	C	growth cone lamellipodium
0034364C	C	high-density lipoprotein particle
0034363C	C	intermediate-density lipoprotein particle
1990777C	C	lipoprotein particle
0044304C	C	main axon
0031594C	C	neuromuscular junction
0005641C	C	nuclear envelope lumen
0043235C	C	receptor complex
0005790C	C	smooth endoplasmic reticulum
0051233C	C	spindle midzone
0043195C	C	terminal bouton
0030549F	F	acetylcholine receptor activator activity
0033130F	F	acetylcholine receptor binding
0097645F	F	amylin binding
0034185F	F	apolipoprotein binding
0051087F	F	chaperone binding
0042056F	F	chemoattractant activity
0046875F	F	ephrin receptor binding
0005109F	F	frizzled binding
0070851F	F	growth factor receptor binding
1904399F	F	heparan sulfate binding
0043395F	F	heparan sulfate proteoglycan binding
0005158F	F	insulin receptor binding
0005178F	F	integrin binding
0050750F	F	low-density lipoprotein particle receptor binding
0016504F	F	peptidase activator activity
0046983F	F	protein dimerization activity
0051425F	F	PTB domain binding
0030546F	F	receptor activator activity
0000187P	P	activation of MAPK activity
0000185P	P	activation of MAPKKK activity
0008344P	P	adult locomotory behavior
1990000P	P	amyloid fibril formation
0019731P	P	antibacterial humoral response
0019732P	P	antifungal humoral response
0061844P	P	antimicrobial humoral immune response mediated by antimicrobial peptide
0008306P	P	associative learning
0048143P	P	astrocyte activation
0002265P	P	astrocyte activation involved in immune response
0008088P	P	axo-dendritic transport
0016199P	P	axon midline choice point recognition
0007409P	P	axonogenesis
0007155P	P	cell adhesion
0006878P	P	cellular copper ion homeostasis
0009987P	P	cellular process
1904646P	P	cellular response to amyloid-beta
0071320P	P	cellular response to cAMP
1990090P	P	cellular response to nerve growth factor stimulus
0071874P	P	cellular response to norepinephrine stimulus
0008203P	P	cholesterol metabolic process
0048669P	P	collateral sprouting in absence of injury
0016358P	P	dendrite development
0006897P	P	endocytosis
0030198P	P	extracellular matrix organization
0030900P	P	forebrain development
0045087P	P	innate immune response
0035235P	P	ionotropic glutamate receptor signaling pathway
0007612P	P	learning
0042157P	P	lipoprotein metabolic process
0007617P	P	mating behavior
0014005P	P	microglia development
0001774P	P	microglial cell activation
0090647P	P	modulation of age-related behavioral decline
0098815P	P	modulation of excitatory postsynaptic potential
0006378P	P	mRNA polyadenylation
0007194P	P	negative regulation of adenylate cyclase activity
0090090P	P	negative regulation of canonical Wnt signaling pathway
1900272P	P	negative regulation of long-term synaptic potentiation
0010823P	P	negative regulation of mitochondrion organization
1900181P	P	negative regulation of protein localization to nucleus
0000122P	P	negative regulation of transcription from RNA polymerase II promoter
0050885P	P	neuromuscular process controlling balance
0051402P	P	neuron apoptotic process
0031175P	P	neuron projection development
1990535P	P	neuron projection maintenance
0016322P	P	neuron remodeling
0007219P	P	Notch signaling pathway
0061903P	P	positive regulation of 1-phosphatidylinositol-3-kinase activity
1905908P	P	positive regulation of amyloid fibril formation
1902004P	P	positive regulation of amyloid-beta formation
0043065P	P	positive regulation of apoptotic process
0061890P	P	positive regulation of astrocyte activation
0030816P	P	positive regulation of cAMP metabolic process
